Age,Gender,EducationLevel,JobTitle,YearsOfExperience,Salary
32,Male,Bachelor's Degree,Front end Developer,6,110000
25,Female,Bachelor's Degree,Front end Developer,1,55000
33,Male,Bachelor's Degree,Front end Developer,6,110000
26,Female,Master's Degree,Front end Developer,1,55000
32,Male,Bachelor's Degree,Front end Developer,6,110000
25,Female,Bachelor's Degree,Front end Developer,1,55000
33,Male,Bachelor's Degree,Front end Developer,6,110000
26,Female,Master's Degree,Front end Developer,1,55000
32,Male,Bachelor's Degree,Front end Developer,6,110000
25,Female,Bachelor's Degree,Front end Developer,1,55000
33,Male,Bachelor's Degree,Front end Developer,6,110000
26,Female,Master's Degree,Front end Developer,1,55000
32,Male,Bachelor's Degree,Front end Developer,6,110000
25,Female,Bachelor's Degree,Front end Developer,1,55000
33,Male,Bachelor's Degree,Front end Developer,6,110000
26,Female,Master's Degree,Front end Developer,1,55000
32,Male,Bachelor's Degree,Front end Developer,6,110000
25,Female,Bachelor's Degree,Front end Developer,1,55000
33,Male,Bachelor's Degree,Front end Developer,6,110000
31,Male,Bachelor's Degree,Front end Developer,6,115000
29,Male,Bachelor's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,4,90000
28,Female,Bachelor's Degree,Front end Developer,2,65000
25,Female,Bachelor's Degree,Front end Developer,1,55000
28,Female,Bachelor's Degree,Front end Developer,2,65000
25,Female,Bachelor's Degree,Front end Developer,1,55000
28,Female,Bachelor's Degree,Front end Developer,2,65000
25,Female,Bachelor's Degree,Front end Developer,1,55000
28,Female,Bachelor's Degree,Front end Developer,2,65000
25,Female,Bachelor's Degree,Front end Developer,1,55000
28,Female,Bachelor's Degree,Front end Developer,2,65000
25,Female,Bachelor's Degree,Front end Developer,1,55000
28,Female,Bachelor's Degree,Front end Developer,2,65000
25,Female,Bachelor's Degree,Front end Developer,1,55000
28,Female,Bachelor's Degree,Front end Developer,2,65000
25,Female,Bachelor's Degree,Front end Developer,1,55000
28,Female,Bachelor's Degree,Front end Developer,2,65000
25,Female,Bachelor's Degree,Front end Developer,1,55000
28,Female,Bachelor's Degree,Front end Developer,2,65000
25,Female,Bachelor's Degree,Front end Developer,1,55000
28,Female,Bachelor's Degree,Front end Developer,2,65000
25,Female,Bachelor's Degree,Front end Developer,1,550
29,Male,Bachelor's Degree,Front end Developer,4,90000
28,Male,Bachelor's Degree,Front end Developer,2,65000
31,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
31,Female,Bachelor's Degree,Front end Developer,6,110000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
28,Female,Bachelor's Degree,Front end Developer,2,55000
34,Male,Master's Degree,Front end Developer,9,150000
31,Female,Bachelor's Degree,Front end Developer,6,110000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Male,Master's Degree,Front end Developer,5,105000
27,Male,Bachelor's Degree,Front end Developer,2,65000
34,Male,Master's Degree,Front end Developer,9,150000
31,Female,Bachelor's Degree,Front end Developer,6,110000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,Bachelor's Degree,Front end Developer,2,65000
30,Female,Master's Degree,Front end Developer,5,105000
29,Female,Bachelor's Degree,Front end Developer,4,90000
27,Male,Bachelor's Degree,Front end Developer,2,65000
22,Male,Bachelor's Degree,Front End Developer,1,50000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
27,Female,Master's Degree,Front end Developer,5,78354
41,Male,Master's Degree,Front end Developer,13,127346
28,Male,Master's Degree,Front end Developer,5,76742
36,Male,Master's Degree,Front end Developer,8,106492
24,Female,Bachelor's Degree,Front end Developer,1,51265
30,Male,Master's Degree,Front end Developer,8,107895
48,Male,Bachelor's Degree,Front end Developer,23,173851
23,Other,High School,Front end Developer,2,62852
27,Female,Master's Degree,Front end Developer,5,78354
41,Male,Master's Degree,Front end Developer,13,127346
28,Male,Master's Degree,Front end Developer,5,76742
36,Male,Master's Degree,Front end Developer,8,106492
24,Female,Bachelor's Degree,Front end Developer,1,51265
30,Male,Master's Degree,Front end Developer,8,107895
48,Male,Bachelor's Degree,Front end Developer,23,173851
23,Other,High School,Front end Developer,2,62852
36,Male,Bachelor's Degree,Front end Developer,14,139095
26,Male,Master's Degree,Front end Developer,4,75656
33,Female,Master's Degree,Front end Developer,10,119419
35,Male,Bachelor's Degree,Front end Developer,10,128712
26,Female,Master's Degree,Front end Developer,3,72649
38,Male,Bachelor's Degree,Front end Developer,11,136285
30,Male,Master's Degree,Front end Developer,6,99363
23,Male,High School,Front end Developer,1,47898
49,Male,Master's Degree,Front end Developer,24,174726
27,Female,Master's Degree,Front end Developer,4,75969
31,Male,Bachelor's Degree,Front end Developer,7,103282
35,Male,Bachelor's Degree,Front end Developer,9,125091
26,Female,Master's Degree,Front end Developer,4,76898
25,Male,Bachelor's Degree,Front End Developer,2,50000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
36,Male,Bachelor's Degree,Front end Developer,12,137878
26,Male,Master's Degree,Front end Developer,3,73640
33,Female,Master's Degree,Front end Developer,9,119918
35,Male,Bachelor's Degree,Front end Developer,10,128999
26,Female,Master's Degree,Front end Developer,3,73218
38,Male,Bachelor's Degree,Front end Developer,11,136662
26,Female,Master's Degree,Front end Developer,2,65840
38,Male,Bachelor's Degree,Front end Developer,11,136062
26,Female,Master's Degree,Front end Developer,2,65840
38,Male,Bachelor's Degree,Front end Developer,11,136062
36,Male,Bachelor's Degree,Front end Developer,12,137878
26,Male,Master's Degree,Front end Developer,3,73640
33,Female,Master's Degree,Front end Developer,9,119918
35,Male,Bachelor's Degree,Front end Developer,10,128999
26,Female,Master's Degree,Front end Developer,3,73218
38,Male,Bachelor's Degree,Front end Developer,11,136662
26,Female,Master's Degree,Front end Developer,2,65840
38,Male,Bachelor's Degree,Front end Developer,11,136062
26,Female,Master's Degree,Front end Developer,2,65840
38,Male,Bachelor's Degree,Front end Developer,11,136062
36,Male,Bachelor's Degree,Front end Developer,12,137878
26,Male,Master's Degree,Front end Developer,3,73640
33,Female,Master's Degree,Front end Developer,9,119918
35,Male,Bachelor's Degree,Front end Developer,10,128999
26,Female,Master's Degree,Front end Developer,3,73218
38,Male,Bachelor's Degree,Front end Developer,11,136662
26,Male,Bachelor's Degree,Front end Developer,3,67556
33,Male,Bachelor's Degree,Front end Developer,9,117904
33,Female,Master's Degree,Front end Developer,9,121120
33,Female,Master's Degree,Front end Developer,9,121432
29,Male,Bachelor's Degree,Front End Developer,3,70000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,3,70000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
29,Male,Bachelor's Degree,Front End Developer,4,80000
27,Female,Master's Degree,Full Stack Engineer,3,100000
47,Female,phd,Full Stack Engineer,12,175000
32,Male,Bachelor's Degree,Full Stack Engineer,5,115000
42,Male,phd,Full Stack Engineer,14,180000
36,Female,Master's Degree,Full Stack Engineer,8,140000
23,Male,Bachelor's Degree,Full Stack Engineer,1,55000
31,Male,Master's Degree,Full Stack Engineer,6,130000
29,Male,Bachelor's Degree,Full Stack Engineer,3,90000
27,Female,Master's Degree,Full Stack Engineer,3,95000
32,Female,Master's Degree,Full Stack Engineer,5,120000
32,Male,Bachelor's Degree,Full Stack Engineer,5,120000
34,Male,Master's Degree,Full Stack Engineer,6,125000
27,Female,Master's Degree,Full Stack Engineer,3,100000
28,Female,Master's Degree,Full Stack Engineer,4,110000
32,Female,Master's Degree,Full Stack Engineer,5,120000
32,Female,Master's Degree,Full Stack Engineer,6,130000
34,Male,Master's Degree,Full Stack Engineer,7,140000
36,Female,Master's Degree,Full Stack Engineer,8,140000
27,Female,Master's Degree,Full Stack Engineer,3,100000
31,Male,Master's Degree,Full Stack Engineer,7,140000
33,Male,Master's Degree,Full Stack Engineer,6,130000
28,Female,Master's Degree,Full Stack Engineer,4,110000
27,Female,Master's Degree,Full Stack Engineer,3,100000
31,Male,Master's Degree,Full Stack Engineer,7,140000
28,Female,Master's Degree,Full Stack Engineer,4,110000
36,Male,Master's Degree,Full Stack Engineer,8,140000
32,Male,Master's Degree,Full Stack Engineer,6,120000
28,Female,Master's Degree,Full Stack Engineer,4,110000
36,Male,Master's Degree,Full Stack Engineer,7,130000
33,Female,Master's Degree,Full Stack Engineer,5,120000
27,Female,Master's Degree,Full Stack Engineer,3,100000
31,Male,Master's Degree,Full Stack Engineer,7,140000
33,Male,Master's Degree,Full Stack Engineer,6,130000
28,Female,Master's Degree,Full Stack Engineer,4,110000
27,Female,Master's Degree,Full Stack Engineer,3,100000
31,Male,Master's Degree,Full Stack Engineer,7,140000
32,Male,Master's Degree,Full Stack Engineer,7,135000
33,Male,Master's Degree,Full Stack Engineer,6,130000
27,Female,Master's Degree,Full Stack Engineer,3,100000
31,Male,Master's Degree,Full Stack Engineer,7,140000
31,Male,Master's Degree,Full Stack Engineer,7,140000
27,Female,Master's Degree,Full Stack Engineer,3,100000
33,Male,Bachelor's Degree,Full Stack Engineer,7,130000
30,Male,Master's Degree,Full Stack Engineer,5,105000
35,Male,Bachelor's Degree,Full Stack Engineer,8,145000
30,Male,Master's Degree,Full Stack Engineer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
35,Male,Bachelor's Degree,Full Stack Engineer,8,145000
30,Male,Master's Degree,Full Stack Engineer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
35,Male,Bachelor's Degree,Full Stack Engineer,8,145000
30,Male,Master's Degree,Full Stack Engineer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
35,Male,Bachelor's Degree,Full Stack Engineer,8,145000
30,Male,Master's Degree,Full Stack Engineer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
35,Male,Bachelor's Degree,Full Stack Engineer,8,145000
30,Male,Master's Degree,Full Stack Engineer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
35,Male,Bachelor's Degree,Full Stack Engineer,8,145000
30,Male,Master's Degree,Full Stack Engineer,5,105000
34,Female,Master's Degree,Full Stack Engineer,7,130000
35,Female,Bachelor's Degree,Full Stack Engineer,8,145000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
33,Female,Master's Degree,Full Stack Engineer,6,115000
34,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
35,Female,Master's Degree,Full Stack Engineer,8,140000
30,Female,Bachelor's Degree,Full Stack Engineer,5,100000
29,Male,Bachelor's Degree,Full Stack Engineer,4,90000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Male,Bachelor's Degree,Full Stack Engineer,7,130000
30,Female,Bachelor's Degree,Full Stack Engineer,5,100000
29,Male,Bachelor's Degree,Full Stack Engineer,4,90000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000
32,Female,Master's Degree,Full Stack Engineer,6,115000
34,Female,Bachelor's Degree,Full Stack Engineer,8,122485
25,Other,High School,Full Stack Engineer,2,69032
57,Female,phd,Full Stack Engineer,30,121450
37,Female,Bachelor's Degree,Full Stack Engineer,10,149217
34,Female,Master's Degree,Full Stack Engineer,10,163398
35,Female,Master's Degree,Full Stack Engineer,10,152039
34,Male,Master's Degree,Full Stack Engineer,12,160976
37,Other,Master's Degree,Full Stack Engineer,14,161393
30,Male,Master's Degree,Full Stack Engineer,6,105725
27,Female,Bachelor's Degree,Full Stack Engineer,4,73895
28,Female,Master's Degree,Full Stack Engineer,7,115920
29,Female,Master's Degree,Full Stack Engineer,4,104702
43,Male,Master's Degree,Full Stack Engineer,17,155414
26,Male,Master's Degree,Full Stack Engineer,4,102859
57,Female,Master's Degree,Full Stack Engineer,33,188232
49,Male,Bachelor's Degree,Full Stack Engineer,22,181132
31,Female,Master's Degree,Full Stack Engineer,6,101186
48,Male,phd,Full Stack Engineer,23,181021
29,Female,phd,Full Stack Engineer,5,98568
34,Female,Bachelor's Degree,Full Stack Engineer,8,122485
25,Other,High School,Full Stack Engineer,2,69032
57,Female,phd,Full Stack Engineer,30,121450
37,Female,Bachelor's Degree,Full Stack Engineer,10,149217
34,Female,Master's Degree,Full Stack Engineer,10,163398
35,Female,Master's Degree,Full Stack Engineer,10,152039
34,Male,Master's Degree,Full Stack Engineer,12,160976
37,Other,Master's Degree,Full Stack Engineer,14,161393
30,Male,Master's Degree,Full Stack Engineer,6,105725
27,Female,Bachelor's Degree,Full Stack Engineer,4,73895
28,Female,Master's Degree,Full Stack Engineer,7,115920
29,Female,Master's Degree,Full Stack Engineer,4,104702
43,Male,Master's Degree,Full Stack Engineer,17,155414
26,Male,Master's Degree,Full Stack Engineer,4,102859
57,Female,Master's Degree,Full Stack Engineer,33,188232
49,Male,Bachelor's Degree,Full Stack Engineer,22,181132
31,Female,Master's Degree,Full Stack Engineer,6,101186
48,Male,phd,Full Stack Engineer,23,181021
29,Female,phd,Full Stack Engineer,5,98568
28,Male,Master's Degree,Full Stack Engineer,4,90452
35,Male,Master's Degree,Full Stack Engineer,9,130275
33,Female,Bachelor's Degree,Full Stack Engineer,9,133326
36,Male,Master's Degree,Full Stack Engineer,11,137775
35,Female,Master's Degree,Full Stack Engineer,10,151901
43,Male,Master's Degree,Full Stack Engineer,20,167207
28,Male,Bachelor's Degree,Full Stack Engineer,5,84407
50,Female,Master's Degree,Full Stack Engineer,25,192344
38,Male,Master's Degree,Full Stack Engineer,15,170995
42,Female,Master's Degree,Full Stack Engineer,14,163558
33,Female,Master's Degree,Full Stack Engineer,8,122581
26,Male,Master's Degree,Full Stack Engineer,4,89843
54,Male,Bachelor's Degree,Full Stack Engineer,25,179987
30,Female,Master's Degree,Full Stack Engineer,5,102465
36,Male,Master's Degree,Full Stack Engineer,13,146351
26,Male,Master's Degree,Full Stack Engineer,4,90944
33,Female,Master's Degree,Full Stack Engineer,9,136533
42,Male,Master's Degree,Full Stack Engineer,19,176643
44,Male,Master's Degree,Full Stack Engineer,21,168906
43,Male,Bachelor's Degree,Full Stack Engineer,17,149198
26,Male,Master's Degree,Full Stack Engineer,4,85825
43,Male,Master's Degree,Full Stack Engineer,21,187951
29,Female,Master's Degree,Full Stack Engineer,5,102868
36,Male,Bachelor's Degree,Full Stack Engineer,13,143885
32,Female,Master's Degree,Full Stack Engineer,8,123781
49,Male,Master's Degree,Full Stack Engineer,22,179045
33,Female,Master's Degree,Full Stack Engineer,11,129686
26,Male,Master's Degree,Full Stack Engineer,3,68472
54,Male,Bachelor's Degree,Full Stack Engineer,27,183417
29,Female,Bachelor's Degree,Full Stack Engineer,6,103579
28,Male,Master's Degree,Full Stack Engineer,5,84181
35,Male,Master's Degree,Full Stack Engineer,9,131547
33,Female,Bachelor's Degree,Full Stack Engineer,8,124071
36,Male,Master's Degree,Full Stack Engineer,11,138859
35,Female,Master's Degree,Full Stack Engineer,11,151078
43,Male,Master's Degree,Full Stack Engineer,20,167924
28,Male,Bachelor's Degree,Full Stack Engineer,4,77606
50,Female,Master's Degree,Full Stack Engineer,24,192756
38,Male,Master's Degree,Full Stack Engineer,15,171652
42,Female,Master's Degree,Full Stack Engineer,14,163978
33,Female,Master's Degree,Full Stack Engineer,8,122970
26,Male,Master's Degree,Full Stack Engineer,4,91062
54,Male,Bachelor's Degree,Full Stack Engineer,25,179756
30,Female,Master's Degree,Full Stack Engineer,5,102828
36,Male,Master's Degree,Full Stack Engineer,13,147326
26,Male,Master's Degree,Full Stack Engineer,4,91397
33,Female,Master's Degree,Full Stack Engineer,9,136986
42,Male,Master's Degree,Full Stack Engineer,19,177347
35,Male,Master's Degree,Full Stack Engineer,9,132638
54,Male,Master's Degree,Full Stack Engineer,28,191239
30,Female,Master's Degree,Full Stack Engineer,6,110707
36,Male,Master's Degree,Full Stack Engineer,13,146508
26,Male,Master's Degree,Full Stack Engineer,3,70216
33,Female,Master's Degree,Full Stack Engineer,9,135596
42,Male,Master's Degree,Full Stack Engineer,19,177347
35,Male,Master's Degree,Full Stack Engineer,9,132638
54,Male,Master's Degree,Full Stack Engineer,28,191239
30,Female,Master's Degree,Full Stack Engineer,6,110707
36,Male,Master's Degree,Full Stack Engineer,13,146508
26,Male,Master's Degree,Full Stack Engineer,3,70216
33,Female,Master's Degree,Full Stack Engineer,9,135596
42,Male,Master's Degree,Full Stack Engineer,19,177347
29,Female,Bachelor's Degree,Full Stack Engineer,6,103579
28,Male,Master's Degree,Full Stack Engineer,5,84181
35,Male,Master's Degree,Full Stack Engineer,9,131547
33,Female,Bachelor's Degree,Full Stack Engineer,8,124071
36,Male,Master's Degree,Full Stack Engineer,11,138859
35,Female,Master's Degree,Full Stack Engineer,11,151078
43,Male,Master's Degree,Full Stack Engineer,20,167924
28,Male,Bachelor's Degree,Full Stack Engineer,4,77606
50,Female,Master's Degree,Full Stack Engineer,24,192756
38,Male,Master's Degree,Full Stack Engineer,15,171652
42,Female,Master's Degree,Full Stack Engineer,14,163978
33,Female,Master's Degree,Full Stack Engineer,8,122970
26,Male,Master's Degree,Full Stack Engineer,4,91062
54,Male,Bachelor's Degree,Full Stack Engineer,25,179756
30,Female,Master's Degree,Full Stack Engineer,5,102828
36,Male,Master's Degree,Full Stack Engineer,13,147326
26,Male,Master's Degree,Full Stack Engineer,4,91397
33,Female,Master's Degree,Full Stack Engineer,9,136986
42,Male,Master's Degree,Full Stack Engineer,19,177347
35,Male,Master's Degree,Full Stack Engineer,9,132638
54,Male,Master's Degree,Full Stack Engineer,28,191239
30,Female,Master's Degree,Full Stack Engineer,6,110707
36,Male,Master's Degree,Full Stack Engineer,13,146508
26,Male,Master's Degree,Full Stack Engineer,3,70216
33,Female,Master's Degree,Full Stack Engineer,9,135596
42,Male,Master's Degree,Full Stack Engineer,19,177347
35,Male,Master's Degree,Full Stack Engineer,9,132638
54,Male,Master's Degree,Full Stack Engineer,28,191239
30,Female,Master's Degree,Full Stack Engineer,6,110707
36,Male,Master's Degree,Full Stack Engineer,13,146508
26,Male,Master's Degree,Full Stack Engineer,3,70216
33,Female,Master's Degree,Full Stack Engineer,9,135596
42,Male,Master's Degree,Full Stack Engineer,19,177347
29,Female,Bachelor's Degree,Full Stack Engineer,6,103579
28,Male,Master's Degree,Full Stack Engineer,5,84181
35,Male,Master's Degree,Full Stack Engineer,9,131547
33,Female,Bachelor's Degree,Full Stack Engineer,8,124071
36,Male,Master's Degree,Full Stack Engineer,11,138859
35,Female,Master's Degree,Full Stack Engineer,11,151078
43,Male,Master's Degree,Full Stack Engineer,20,167924
28,Male,Bachelor's Degree,Full Stack Engineer,4,77606
50,Female,Master's Degree,Full Stack Engineer,24,192756
38,Male,Master's Degree,Full Stack Engineer,15,171652
42,Female,Master's Degree,Full Stack Engineer,14,163978
33,Female,Master's Degree,Full Stack Engineer,8,122970
26,Male,Master's Degree,Full Stack Engineer,4,91062
54,Male,Bachelor's Degree,Full Stack Engineer,25,179756
30,Female,Master's Degree,Full Stack Engineer,5,102828
36,Male,Master's Degree,Full Stack Engineer,13,147326
26,Male,Master's Degree,Full Stack Engineer,3,91397
33,Female,Master's Degree,Full Stack Engineer,9,136986
42,Male,Master's Degree,Full Stack Engineer,19,177347
43,Male,Bachelor's Degree,Full Stack Engineer,19,152726
29,Female,Bachelor's Degree,Full Stack Engineer,6,91903
31,Male,Master's Degree,Full Stack Engineer,8,120288
27,Female,Master's Degree,Full Stack Engineer,4,83577
26,Male,Master's Degree,Full Stack Engineer,3,88678
31,Female,Bachelor's Degree,Full Stack Engineer,7,108204
36,Female,Master's Degree,Full Stack Engineer,13,144647
26,Male,Bachelor's Degree,Full Stack Engineer,4,79652
31,Female,Master's Degree,Full Stack Engineer,7,108799
28,Female,Master's Degree,Full Stack Engineer,4,82697
43,Male,Bachelor's Degree,Full Stack Engineer,18,152560
29,Female,Bachelor's Degree,Full Stack Engineer,6,100358
31,Female,Bachelor's Degree,Human Resources Coordinator,4,55000
27,Female,Master's Degree,Human Resources Coordinator,3,50000
27,Female,Master's Degree,Human Resources Coordinator,3,50000
27,Female,Master's Degree,Human Resources Coordinator,3,50000
27,Female,Master's Degree,Human Resources Coordinator,3,50000
27,Female,Master's Degree,Human Resources Coordinator,3,50000
27,Female,Master's Degree,Human Resources Coordinator,3,50000
27,Female,Master's Degree,Human Resources Coordinator,3,50000
